toplevelcustomerid,client_account_number,start_date,last_transaction_date,total_rev_monthly_avg,total_spend_monthly_avg,total_transactions_monthly_avg,churned,churn_prob,churn_prob_knn,churn_prob_rf
231650,AS60223162,2023-11-07,2024-03-12,34,1842.0,15.0,0,0.0,0.0,0.13392536450948744
231651,AS60223163,2023-11-07,2024-03-12,10,967.0,13.0,0,0.0,0.0,0.24602060828377675
231652,AS60223164,2023-11-07,2024-03-11,5,277.0,7.0,0,0.0,0.0,0.246134227758502
231653,AS60223165,2023-11-07,2024-03-12,5,389.0,4.0,0,0.0,0.0,0.1591698811515901
231654,AS60223166,2023-11-07,2023-11-29,48,47.0,1.0,1,1.0,1.0,0.9749837699802049
231655,AS60223167,2023-11-07,2024-02-08,31,529.0,9.0,0,0.0,0.0,0.16898436956804733
231656,AS60223168,2023-11-07,2024-03-12,9,561.0,7.0,0,0.0,0.0,0.13190557528443247
231657,AS60223169,2023-11-07,2024-03-12,6,545.0,7.0,0,0.0,0.0,0.15892373885400696
231658,AS60223170,2023-11-07,2024-02-27,24,1354.0,13.0,0,0.0,0.4016472595146858,0.2198564432289133
231659,AS60223171,2023-11-07,2024-03-03,1,9.0,0.0,0,0.0,0.1874936365264528,0.23533776133360926
231660,AS60223172,2023-11-07,2024-01-26,11,398.0,2.0,0,0.0,0.0,0.25161112288431103
231661,AS60223173,2023-11-07,2024-02-28,8,107.0,1.0,0,0.0,0.0,0.16809536268345693
231662,AS60223174,2023-11-07,2024-03-11,16,754.0,15.0,0,0.0,0.0,0.11477469168689457
231663,AS60223175,2023-11-07,2023-12-21,12,553.0,6.0,0,1.0,1.0,0.44043266785223667
231664,AS60223176,2023-11-07,2024-02-19,16,278.0,4.0,0,1.0,0.2156742998583954,0.35165187268544307
231666,AS60223178,2023-11-07,2024-02-26,27,1511.0,8.0,0,0.0,0.0,0.10530558305849617
231667,AS60223179,2023-11-07,2024-03-12,17,1584.0,20.0,0,0.0,0.0,0.12802844167622918
231669,AS60223181,2023-11-07,2024-02-28,11,806.0,11.0,0,0.0,0.3849441001999332,0.15161208769617757
231672,AS60223184,2023-11-07,2023-11-27,49,118.0,2.0,1,1.0,1.0,0.973850245605331
231673,AS60223185,2023-11-07,2023-11-21,98,270.0,6.0,1,1.0,0.7885882282917829,0.9684236071890046
231675,AS60223187,2023-11-07,2024-03-12,12,286.0,8.0,0,0.0,0.0,0.1038682966159914
231676,AS60223188,2023-11-07,2024-03-03,6,510.0,7.0,0,0.0,0.0,0.25113830598670167
231677,AS60223189,2023-11-07,2024-02-22,6,52.0,3.0,0,0.0,0.7896505465316427,0.21949129212345136
231678,AS60223190,2023-11-07,2024-03-12,6,328.0,4.0,0,0.0,0.0,0.14196519208007904
231680,AS60223192,2023-11-07,2024-03-12,16,1329.0,21.0,0,0.0,0.0,0.20957489054122724
231681,AS60223193,2023-11-07,2024-03-04,9,301.0,4.0,0,0.0,0.0,0.15562433428100908
231682,AS60223194,2023-11-07,2024-03-07,4,296.0,4.0,0,0.0,0.0,0.1524594126001253
231684,AS60223196,2023-11-07,2024-03-11,4,315.0,5.0,0,0.0,0.0,0.13898068010121842
231688,AS60223200,2023-11-08,2023-12-24,33,129.0,2.0,0,1.0,1.0,0.45660651948574565
231691,AS60223203,2023-11-08,2024-03-06,5,278.0,3.0,0,0.0,0.0,0.14907437546063013
231692,AS60223204,2023-11-08,2024-03-06,5,379.0,6.0,0,0.0,0.0,0.15709281328715125
231693,AS60223205,2023-11-08,2024-02-27,322,18969.0,49.0,0,0.0,0.0,0.19830243299864986
231694,AS60223206,2023-11-08,2024-03-05,2,141.0,2.0,0,0.0,0.0,0.21386909441158394
231695,AS60223207,2023-11-08,2024-03-11,3,224.0,3.0,0,0.0,0.0,0.14717702513184738
231696,AS60223208,2023-11-08,2023-12-14,13,561.0,16.0,1,1.0,1.0,0.9459359908511653
231698,AS60223210,2023-11-08,2024-03-12,9,658.0,13.0,0,0.0,0.0,0.13287703242967214
231699,AS60223211,2023-11-08,2024-02-16,2,138.0,3.0,0,0.0,0.0,0.16706722279035793
231700,AS60223212,2023-11-08,2024-02-27,12,523.0,6.0,0,0.0,0.1867228360892101,0.11575805496260129
231701,AS60223213,2023-11-08,2024-03-10,6,385.0,8.0,0,0.0,0.0,0.16582563404014464
231702,AS60223214,2023-11-08,2024-03-09,6,621.0,8.0,0,0.0,0.0,0.14823170927794374
231703,AS60223215,2023-11-08,2024-01-24,2,49.0,3.0,0,0.0,0.0,0.12642620480599867
231704,AS60223216,2023-11-08,2024-03-06,3,158.0,2.0,0,0.0,0.0,0.23250604674418815
231705,AS60223217,2023-11-08,2023-12-25,15,578.0,17.0,0,0.0,0.6049297551613646,0.23139162694906612
231706,AS60223218,2023-11-08,2023-12-14,9,365.0,4.0,1,1.0,1.0,0.933089156572969
231707,AS60223219,2023-11-08,2024-02-27,0,40.0,1.0,0,0.0,0.0,0.15080514866914999
231708,AS60223220,2023-11-08,2024-01-07,64,61.0,2.0,0,0.0,0.0,0.2877882268957895
231709,AS60223221,2023-11-08,2024-03-11,10,810.0,12.0,0,0.0,0.0,0.2155860102501863
231710,AS60223222,2023-11-08,2024-03-11,10,208.0,5.0,0,0.0,0.0,0.13422953982813488
231711,AS60223223,2023-11-08,2024-01-17,0,13.0,0.0,0,0.0,0.0,0.2753708838235423
231713,AS60223225,2023-11-08,2024-02-28,3,246.0,3.0,0,0.0,0.0,0.15152588863946306
231714,AS60223226,2023-11-08,2024-03-12,4,292.0,4.0,0,0.0,0.0,0.13816842138769428
231716,AS60223228,2023-11-08,2024-03-05,3,260.0,3.0,0,0.0,0.0,0.1649771849538254
231717,AS60223229,2023-11-08,2024-03-11,2,114.0,1.0,0,0.0,0.0,0.20903053842935265
231728,AS60223240,2023-11-09,2023-11-15,6,65.0,1.0,1,1.0,1.0,0.9539081163647155
231729,AS60223241,2023-11-09,2024-03-06,2,121.0,2.0,0,0.0,0.0,0.14102524125065513
231730,AS60223242,2023-11-09,2024-03-11,7,424.0,5.0,0,0.0,0.0,0.1658079145100709
231731,AS60223243,2023-11-09,2023-12-05,2,173.0,2.0,1,1.0,1.0,0.960636178327456
231732,AS60223244,2023-11-09,2024-03-12,36,2807.0,41.0,0,0.0,0.0,0.13719769406091942
231733,AS60223245,2023-11-09,2023-12-06,11,170.0,4.0,1,1.0,1.0,0.959897234532564
231734,AS60223246,2023-11-09,2023-11-29,50,68.0,3.0,1,1.0,1.0,0.967727880924341
231735,AS60223247,2023-11-09,2024-03-11,10,343.0,6.0,0,0.0,0.0,0.2547691448992169
231736,AS60223248,2023-11-09,2024-03-12,6,423.0,6.0,0,0.0,0.0,0.13948492021133985
231737,AS60223249,2023-11-09,2024-03-12,21,1143.0,14.0,0,0.0,0.2108372089938601,0.13985758322487155
231738,AS60223250,2023-11-09,2024-01-12,0,27.0,0.0,0,0.0,0.0,0.27420338957223106
231739,AS60223251,2023-11-09,2024-03-12,7,323.0,7.0,0,0.0,0.0,0.14087649499784227
231740,AS60223252,2023-11-09,2024-03-12,11,789.0,9.0,0,0.0,0.0,0.14573689158731296
231741,AS60223253,2023-11-09,2024-03-11,0,119.0,2.0,0,0.0,0.0,0.15600317398988134
231742,AS60223254,2023-11-09,2024-03-11,17,2226.0,22.0,0,0.0,0.0,0.12546970487110934
231743,AS60223255,2023-11-09,2024-03-12,2,139.0,3.0,0,0.0,0.2140268468953611,0.14206804284203972
231745,AS60223257,2023-11-09,2024-03-12,4,315.0,4.0,0,0.0,0.0,0.1446336299384985
231746,AS60223258,2023-11-09,2024-03-11,4,258.0,5.0,0,0.0,0.0,0.24490812838691936
231747,AS60223259,2023-11-09,2023-11-22,96,120.0,2.0,1,1.0,0.594715458404969,0.9637984548923566
231748,AS60223260,2023-11-09,2024-02-26,8,442.0,20.0,0,0.0,0.0,0.11567258730833217
231749,AS60223261,2023-11-09,2024-03-01,4,179.0,3.0,0,0.0,0.1939742951858172,0.2043659878525308
231750,AS60223262,2023-11-09,2024-01-18,41,1891.0,3.0,0,0.0,0.0,0.16879087211710458
231751,AS60223263,2023-11-09,2024-03-11,3,162.0,4.0,0,0.0,0.0,0.235651666453439
231752,AS60223264,2023-11-09,2024-03-07,5,423.0,6.0,0,0.0,0.0,0.24703888017280978
231754,AS60223266,2023-11-09,2024-03-12,34,2887.0,35.0,0,0.0,0.0,0.14594200719258538
231755,AS60223267,2023-11-09,2024-03-07,7,473.0,6.0,0,0.0,0.0,0.1563813792412954
231756,AS60223268,2023-11-09,2024-03-08,5,370.0,6.0,0,0.0,0.0,0.15491435044998256
231757,AS60223269,2023-11-09,2024-03-01,1,39.0,0.0,0,0.0,0.0,0.21547063374980704
231758,AS60223270,2023-11-09,2024-03-05,53,1325.0,12.0,0,1.0,0.1961412041777152,0.3067379752280586
231759,AS60223271,2023-11-09,2023-12-17,4,280.0,4.0,1,1.0,1.0,0.819980654627063
231760,AS60223272,2023-11-09,2024-01-18,127,1541.0,28.0,0,0.0,0.0,0.22361405522000702
231761,AS60223273,2023-11-09,2024-03-12,10,645.0,9.0,0,0.0,0.0,0.13817452778390205
231763,AS60223275,2023-11-09,2024-03-03,4,238.0,4.0,0,0.0,0.0,0.2182900040773854
231764,AS60223276,2023-11-09,2024-03-12,18,1726.0,22.0,0,0.0,0.0,0.14335929259925703
231767,AS60223279,2023-11-09,2024-03-12,3,228.0,6.0,0,0.0,0.0,0.23250220182002632
231768,AS60223280,2023-11-09,2024-03-11,51,677.0,11.0,0,1.0,0.3955814222083156,0.3182939262586679
231769,AS60223281,2023-11-09,2024-02-25,29,209.0,7.0,0,0.0,0.0,0.22242034311928877
231770,AS60223282,2023-11-09,2024-03-07,115,7374.0,96.0,0,0.0,0.0,0.13157973783972615
231771,AS60223283,2023-11-10,2024-03-05,1,31.0,0.0,0,1.0,1.0,0.3518604241963363
231772,AS60223284,2023-11-10,2024-03-12,4,111.0,2.0,0,0.0,0.0,0.23118275684436396
231773,AS60223285,2023-11-10,2024-03-09,5,231.0,2.0,0,0.0,0.0,0.21257873792218002
231774,AS60223286,2023-11-10,2024-03-11,21,149.0,6.0,0,0.0,0.0,0.14417408805133927
231775,AS60223287,2023-11-10,2023-12-12,52,394.0,6.0,1,1.0,1.0,0.9704237633430091
231776,AS60223288,2023-11-10,2024-02-08,54,291.0,8.0,0,0.0,0.0,0.25206025552224626
231778,AS60223290,2023-11-10,2024-02-23,6,79.0,4.0,0,0.0,0.5830941585583307,0.3078703794142693
231779,AS60223291,2023-11-10,2024-03-12,475,23799.0,314.0,0,0.0,0.2053560234848448,0.11618281256549308
231780,AS60223292,2023-11-10,2024-02-26,2,161.0,2.0,0,0.0,0.0,0.2303892344461225
231782,AS60223294,2023-11-10,2023-12-05,38,1411.0,3.0,1,1.0,0.4056592631540482,0.9234794787398133
231785,AS60223297,2023-11-10,2024-02-27,215,12531.0,36.0,0,0.0,0.0,0.19195127963917896
231786,AS60223298,2023-11-10,2024-03-11,3,246.0,3.0,0,0.0,0.0,0.23431359842024513
231787,AS60223299,2023-11-10,2024-03-08,1,171.0,4.0,0,0.0,0.0,0.14287450914412406
231789,AS60223301,2023-11-10,2023-11-30,19,239.0,2.0,1,1.0,1.0,0.9644040032711416
231790,AS60223302,2023-11-10,2024-03-04,2,90.0,1.0,0,0.0,0.0,0.1586957944884929
231791,AS60223303,2023-11-10,2024-02-29,9,68.0,3.0,0,0.0,0.1657656300703052,0.20636929280814278
231793,AS60223305,2023-11-10,2024-03-12,3,136.0,2.0,0,0.0,0.0,0.15266233737837526
231794,AS60223306,2023-11-10,2024-03-11,4,270.0,6.0,0,0.0,0.0,0.22750107436998754
231795,AS60223307,2023-11-10,2023-11-30,52,277.0,4.0,1,1.0,1.0,0.9731207255414865
231796,AS60223308,2023-11-10,2024-03-04,13,476.0,6.0,0,0.0,0.0,0.1618242604056189
231797,AS60223309,2023-11-10,2024-02-27,23,1349.0,15.0,0,0.0,0.0,0.11409455208596461
231798,AS60223310,2023-11-10,2024-03-09,0,8.0,0.0,0,0.0,0.1961201350999289,0.21943411699904483
231799,AS60223311,2023-11-10,2024-02-21,1,38.0,1.0,0,0.0,0.0,0.12321072045342168
231800,AS60223312,2023-11-10,2024-03-10,16,738.0,11.0,0,0.0,0.0,0.15033286023650108
231804,AS60223316,2023-11-10,2024-02-27,34,1869.0,19.0,0,0.0,0.0,0.20411813488316727
231805,AS60223317,2023-11-10,2024-01-10,29,988.0,13.0,0,0.0,0.0,0.16608989267374108
231806,AS60223318,2023-11-10,2024-02-24,1,29.0,1.0,0,0.0,0.0,0.1693792735304162
231809,AS60223321,2023-11-13,2024-03-11,5,390.0,5.0,0,0.0,0.0,0.150369129025747
231810,AS60223322,2023-11-13,2024-03-12,5,339.0,8.0,0,0.0,0.0,0.15585358132502156
231811,AS60223323,2023-11-13,2024-03-07,1,46.0,1.0,0,0.0,0.0,0.1530503048580337
231812,AS60223324,2023-11-13,2024-03-11,7,582.0,15.0,0,0.0,0.0,0.1493157496815693
231813,AS60223325,2023-11-13,2023-11-29,56,569.0,7.0,1,1.0,1.0,0.9440854628846328
231814,AS60223326,2023-11-13,2024-03-10,3,435.0,5.0,0,0.0,0.0,0.16627841145247205
231815,AS60223327,2023-11-13,2024-03-10,3,190.0,2.0,0,0.0,0.0,0.15992853045999111
231816,AS60223328,2023-11-13,2024-02-23,8,180.0,3.0,0,0.0,0.0,0.1689412919345985
231817,AS60223329,2023-11-13,2024-03-07,3,295.0,4.0,0,0.0,0.0,0.2582136035012186
231818,AS60223330,2023-11-13,2024-03-12,13,520.0,9.0,0,0.0,0.189399735265521,0.2504765289531708
231819,AS60223331,2023-11-13,2024-01-21,2,40.0,2.0,0,0.0,0.0,0.1611103538523521
231820,AS60223332,2023-11-13,2024-02-27,15,368.0,5.0,0,0.0,0.0,0.1705679786611992
231821,AS60223333,2023-11-13,2023-12-21,56,461.0,8.0,0,1.0,1.0,0.511061616062764
231823,AS60223335,2023-11-13,2024-03-11,34,1747.0,24.0,0,0.0,0.0,0.20579883756790773
231824,AS60223336,2023-11-13,2023-12-02,2,28.0,1.0,1,1.0,0.6000093468332203,0.9627078214685153
231825,AS60223337,2023-11-13,2024-03-07,0,0.0,0.0,0,1.0,1.0,0.3673837068381958
231826,AS60223338,2023-11-13,2024-02-23,3,180.0,2.0,0,0.0,0.0,0.17283969164065882
231827,AS60223339,2023-11-13,2024-03-03,2,132.0,3.0,0,0.0,0.0,0.23162136244227177
231828,AS60223340,2023-11-13,2024-01-05,13,494.0,10.0,0,0.0,0.0,0.2056385293126377
231830,AS60223342,2023-11-13,2024-03-11,1,107.0,2.0,0,0.0,0.0,0.14205182894218227
231831,AS60223343,2023-11-13,2024-03-12,33,1175.0,19.0,0,0.0,0.0,0.16223567462005187
231832,AS60223344,2023-11-13,2024-01-23,7,534.0,6.0,0,0.0,0.0,0.1943578744855037
231833,AS60223345,2023-11-13,2024-03-09,1,93.0,2.0,0,0.0,0.0,0.14655990617142317
231834,AS60223346,2023-11-13,2024-03-05,33,224.0,28.0,0,0.0,0.0,0.18138514594586622
231835,AS60223347,2023-11-13,2024-03-10,10,281.0,5.0,0,0.0,0.0,0.24000968799838096
231836,AS60223348,2023-11-13,2023-12-06,0,48.0,1.0,1,1.0,0.4046902183875773,0.9518375001531523
231837,AS60223349,2023-11-13,2024-03-07,6,277.0,3.0,0,0.0,0.0,0.15849799880378818
231838,AS60223350,2023-11-13,2024-03-12,8,603.0,6.0,0,0.0,0.0,0.14828297920130915
231839,AS60223351,2023-11-13,2024-03-11,4,230.0,6.0,0,0.0,0.0,0.14883559701892182
231840,AS60223352,2023-11-13,2024-01-17,42,2200.0,27.0,0,0.0,0.0,0.18946014742438747
231841,AS60223353,2023-11-13,2023-12-01,6,47.0,2.0,1,1.0,1.0,0.9670157905897304
231842,AS60223354,2023-11-13,2024-03-11,2,157.0,3.0,0,0.0,0.0,0.14100578086797513
231843,AS60223355,2023-11-13,2024-03-05,2,205.0,2.0,0,0.0,0.1881565565239791,0.15347255643001223
231844,AS60223356,2023-11-13,2024-03-11,11,591.0,14.0,0,0.0,0.0,0.10238421287543892
231846,AS60223358,2023-11-13,2024-02-26,1,55.0,2.0,0,0.0,0.0,0.2357688987151745
231848,AS60223360,2023-11-13,2024-02-24,12,255.0,24.0,0,0.0,0.0,0.1653115400377321
231849,AS60223361,2023-11-13,2024-02-21,17,917.0,8.0,0,0.0,0.0,0.21469821821063728
231850,AS60223362,2023-11-14,2024-03-08,3,90.0,2.0,0,0.0,0.0,0.2393348649670269
231851,AS60223363,2023-11-14,2023-12-13,110,313.0,4.0,1,1.0,1.0,0.9681123044682928
231852,AS60223364,2023-11-14,2023-11-17,99,65.0,1.0,1,1.0,1.0,0.9696017371360541
231853,AS60223365,2023-11-14,2024-03-06,3,272.0,6.0,0,0.0,0.0,0.16334772632984193
231854,AS60223366,2023-11-14,2024-03-08,13,68.0,6.0,0,0.0,0.0,0.1916115631824075
231856,AS60223368,2023-11-14,2024-01-28,5,390.0,13.0,0,0.0,0.0,0.2168758966320331
231858,AS60223370,2023-11-14,2024-03-13,15,105.0,12.0,0,0.0,0.4072798626008182,0.1710031660201402
231860,AS60223372,2023-11-14,2024-03-12,37,223.0,11.0,0,0.0,0.4066762790866744,0.18416071107891818
231861,AS60223373,2023-11-14,2024-03-08,10,603.0,7.0,0,0.0,0.0,0.1402884271490531
231862,AS60223374,2023-11-14,2023-11-25,1,50.0,2.0,1,1.0,1.0,0.9685376935568737
231863,AS60223375,2023-11-14,2024-03-08,9,286.0,3.0,0,0.0,0.0,0.22523979881093742
231864,AS60223376,2023-11-14,2024-03-12,18,1373.0,21.0,0,0.0,0.0,0.14169258064785806
231866,AS60223378,2023-11-14,2024-03-04,89,1173.0,7.0,0,1.0,0.1959871984808265,0.3533190102622355
231867,AS60223379,2023-11-14,2024-02-28,7,416.0,6.0,0,0.0,0.0,0.1527629988313985
231868,AS60223380,2023-11-14,2023-11-29,104,222.0,4.0,1,1.0,1.0,0.974382322530149
231871,AS60223383,2023-11-14,2024-01-02,10,174.0,3.0,0,0.0,0.0,0.25871160691379125
231872,AS60223384,2023-11-14,2024-03-07,7,322.0,7.0,0,0.0,0.0,0.15073417906803496
231873,AS60223385,2023-11-14,2024-03-12,4,291.0,6.0,0,0.0,0.0,0.14374127501026812
231875,AS60223387,2023-11-14,2024-03-12,30,1759.0,17.0,0,0.0,0.0,0.13462002520117558
231876,AS60223388,2023-11-14,2024-02-12,1,129.0,3.0,0,0.0,0.0,0.2443042921275105
231877,AS60223389,2023-11-14,2024-03-12,10,597.0,8.0,0,0.0,0.0,0.13798609463068517
231878,AS60223390,2023-11-14,2024-03-09,7,488.0,6.0,0,0.0,0.0,0.14997902300933047
231879,AS60223391,2023-11-14,2024-03-10,8,570.0,7.0,0,0.0,0.0,0.24938160315896316
231881,AS60223393,2023-11-14,2024-02-29,2,49.0,1.0,0,0.0,0.0,0.21005437273298677
231882,AS60223394,2023-11-14,2024-03-08,12,157.0,4.0,0,0.0,0.0,0.11263795527670444
231884,AS60223396,2023-11-14,2024-03-04,2,181.0,2.0,0,0.0,0.0,0.15719884612559196
231885,AS60223397,2023-11-14,2024-03-07,1,109.0,1.0,0,0.0,0.0,0.15374986289144282
231886,AS60223398,2023-11-14,2024-01-10,33,131.0,3.0,0,0.0,0.0,0.23099228770621705
231887,AS60223399,2023-11-14,2024-02-28,1213,68329.0,145.0,0,0.0,0.0,0.1152564008859588
231888,AS60223400,2023-11-14,2024-03-09,2,172.0,3.0,0,0.0,0.0,0.23568095127040667
231889,AS60223401,2023-11-14,2024-02-28,38,1087.0,13.0,0,0.0,0.0,0.21385247319062017
231890,AS60223402,2023-11-14,2024-02-26,41,1824.0,12.0,0,0.0,0.0,0.1156578578094646
231891,AS60223403,2023-11-14,2024-02-14,85,4905.0,2.0,0,0.0,0.0,0.2856017180996802
231893,AS60223405,2023-11-14,2024-02-21,136,7986.0,8.0,0,0.0,0.8118687863058222,0.24428604541489332
231895,AS60223407,2023-11-14,2024-02-23,13,331.0,4.0,0,0.0,0.0,0.2369848113040223
231897,AS60223409,2023-11-15,2024-03-12,7,322.0,7.0,0,0.0,0.0,0.21388615677689488
231898,AS60223410,2023-11-15,2024-03-12,21,1053.0,19.0,0,0.0,0.0,0.22098830505881978
231900,AS60223412,2023-11-15,2024-03-09,4,175.0,2.0,0,0.0,0.0,0.21987928512614036
231901,AS60223413,2023-11-15,2024-03-12,12,835.0,12.0,0,0.0,0.0,0.1277325042300036
231902,AS60223414,2023-11-15,2023-11-29,100,373.0,5.0,1,1.0,1.0,0.9526956985026371
231903,AS60223415,2023-11-15,2024-02-23,3,20.0,2.0,0,0.0,0.1956546925097844,0.2568065132729008
231904,AS60223416,2023-11-15,2023-12-10,50,250.0,2.0,1,1.0,1.0,0.9587284524574634
231905,AS60223417,2023-11-15,2024-03-12,74,5465.0,80.0,0,0.0,0.0,0.13031569574299245
231906,AS60223418,2023-11-15,2024-03-11,4,299.0,4.0,0,0.0,0.0,0.15962853632780183
231907,AS60223419,2023-11-15,2024-03-11,5,331.0,4.0,0,0.0,0.0,0.17324308190854695
231908,AS60223420,2023-11-15,2024-03-03,0,40.0,0.0,0,1.0,0.6001382753590406,0.4247191533254782
231909,AS60223421,2023-11-15,2024-03-12,33,898.0,15.0,0,0.0,0.0,0.16096150474944132
231910,AS60223422,2023-11-15,2023-12-17,45,2548.0,2.0,1,1.0,1.0,0.7952593973790023
231911,AS60223423,2023-11-15,2024-03-09,31,1760.0,13.0,0,0.0,0.2109075111058877,0.2021767013913975
231912,AS60223424,2023-11-15,2024-02-27,24,1245.0,15.0,0,0.0,0.0,0.2718999188172916
231913,AS60223425,2023-11-15,2024-02-27,2732,160526.0,25.0,0,0.0,0.0,0.21254175644925782
231914,AS60223426,2023-11-15,2024-03-08,47,2608.0,18.0,0,0.0,0.0,0.181367024604171
231916,AS60223428,2023-11-15,2023-11-30,2,131.0,2.0,1,1.0,1.0,0.9730201443009605
231917,AS60223429,2023-11-15,2024-03-03,2,7.0,1.0,0,1.0,1.0,0.34915424736782746
231918,AS60223430,2023-11-15,2023-12-06,49,87.0,2.0,1,1.0,1.0,0.96805926848038
231919,AS60223431,2023-11-15,2024-03-07,2,127.0,3.0,0,0.0,0.0,0.15737525351795692
231920,AS60223432,2023-11-15,2024-03-04,8,284.0,3.0,0,0.0,0.0,0.15771045215936377
231921,AS60223433,2023-11-15,2024-03-09,4,344.0,3.0,0,0.0,0.0,0.1454759870776731
231922,AS60223434,2023-11-15,2024-02-27,3,10.0,0.0,0,0.0,0.0,0.29096543353261295
231923,AS60223435,2023-11-15,2024-03-12,6,463.0,8.0,0,0.0,0.0,0.2549655422858717
231924,AS60223436,2023-11-15,2024-03-11,7,445.0,8.0,0,0.0,0.0,0.148013716004843
231925,AS60223437,2023-11-15,2024-03-11,7,502.0,5.0,0,0.0,0.0,0.2293923459523962
231926,AS60223438,2023-11-15,2024-03-11,9,658.0,9.0,0,0.0,0.0,0.1459173941068934
231927,AS60223439,2023-11-15,2024-03-04,4,276.0,4.0,0,0.0,0.0,0.17598424294025974
231928,AS60223440,2023-11-15,2024-02-06,23,116.0,2.0,0,0.0,0.0,0.23937809335409485
231929,AS60223441,2023-11-15,2024-03-12,12,559.0,12.0,0,0.0,0.0,0.14300493736316436
231930,AS60223442,2023-11-15,2023-12-06,18,807.0,3.0,1,1.0,1.0,0.9376538683388836
231931,AS60223443,2023-11-15,2024-01-21,7,602.0,8.0,0,0.0,0.0,0.20905256258494892
231932,AS60223444,2023-11-15,2024-03-08,3,222.0,3.0,0,0.0,0.0,0.13706730355625885
231942,AS60223454,2023-11-15,2024-02-26,54,2829.0,10.0,0,0.0,0.0,0.22903624519540308
231945,AS60223457,2023-11-16,2024-03-11,11,527.0,7.0,0,0.0,0.2043175120033151,0.1393383880799823
231946,AS60223458,2023-11-16,2024-03-10,5,394.0,6.0,0,0.0,0.0,0.1445616604365587
231947,AS60223459,2023-11-16,2024-01-30,1,98.0,5.0,0,0.0,0.0,0.25761167217000436
231948,AS60223460,2023-11-16,2024-03-12,6,352.0,6.0,0,0.0,0.0,0.15985443897319648
231950,AS60223462,2023-11-16,2024-03-12,10,615.0,10.0,0,0.0,0.0,0.15300357637080603
231951,AS60223463,2023-11-16,2023-12-04,49,146.0,2.0,1,1.0,1.0,0.9623556061558637
231952,AS60223464,2023-11-16,2024-03-12,18,961.0,11.0,0,0.0,0.0,0.21172029983727014
231953,AS60223465,2023-11-16,2024-02-08,50,233.0,2.0,0,0.0,0.0,0.2633257608850798
231954,AS60223466,2023-11-16,2023-12-20,123,134.0,10.0,0,1.0,0.8004563864928553,0.49979957078198045
231956,AS60223468,2023-11-16,2024-02-22,5,269.0,4.0,0,0.0,0.0,0.16710161719102942
231957,AS60223469,2023-11-16,2023-11-28,67,1792.0,13.0,1,1.0,1.0,0.9414282858625259
231958,AS60223470,2023-11-16,2023-11-27,66,2971.0,6.0,1,1.0,0.8040135743229005,0.9476593061339984
231959,AS60223471,2023-11-16,2023-12-20,101,463.0,12.0,0,1.0,1.0,0.47570934633704237
231960,AS60223472,2023-11-16,2024-03-12,19,1277.0,15.0,0,0.0,0.0,0.14625894710845636
231961,AS60223473,2023-11-16,2024-03-12,20,1373.0,22.0,0,0.0,0.0,0.14499156411753064
231963,AS60223475,2023-11-16,2024-03-11,6,342.0,6.0,0,0.0,0.0,0.15210679226773882
231964,AS60223476,2023-11-16,2024-01-28,14,605.0,7.0,0,0.0,0.0,0.2206237530224787
231965,AS60223477,2023-11-16,2024-03-12,2,186.0,4.0,0,0.0,0.0,0.14522386228439454
231966,AS60223478,2023-11-16,2024-03-12,22,1583.0,24.0,0,0.0,0.0,0.14396696337183967
231968,AS60223480,2023-11-16,2024-02-27,6,317.0,4.0,0,0.0,0.0,0.24708268052162058
231971,AS60223483,2023-11-16,2024-03-11,13,743.0,10.0,0,0.0,0.0,0.13592807114377387
231972,AS60223484,2023-11-16,2024-03-12,0,0.0,0.0,0,1.0,1.0,0.42251448622854737
231973,AS60223485,2023-11-16,2024-02-09,0,18.0,0.0,0,0.0,0.0,0.24458965070516142
231975,AS60223487,2023-11-16,2024-03-11,6,433.0,4.0,0,0.0,0.0,0.1460368489331202
231976,AS60223488,2023-11-16,2024-02-06,1,18.0,0.0,0,0.0,0.0,0.18482346917779208
231977,AS60223489,2023-11-16,2024-02-23,2,52.0,1.0,0,0.0,0.0,0.2193276676294741
231978,AS60223490,2023-11-17,2024-01-02,1,97.0,1.0,0,0.0,0.0,0.25843014225187505
231980,AS60223492,2023-11-17,2024-03-12,6,401.0,5.0,0,0.0,0.0,0.17993414250164783
231981,AS60223493,2023-11-17,2023-12-13,48,77.0,2.0,1,1.0,0.7885145752864917,0.9539827108645933
231984,AS60223496,2023-11-17,2024-01-24,3,240.0,4.0,0,0.0,0.0,0.23134735207873944
231985,AS60223497,2023-11-17,2024-03-12,6,471.0,13.0,0,0.0,0.0,0.1479482860245716
231986,AS60223498,2023-11-17,2024-02-17,6,79.0,2.0,0,0.0,0.209073320943362,0.18124441906374567
231987,AS60223499,2023-11-17,2024-01-07,66,67.0,1.0,0,0.0,0.0,0.29172310267082113
231989,AS60223501,2023-11-17,2024-03-05,2,140.0,3.0,0,0.0,0.0,0.15952065892861972
231990,AS60223502,2023-11-17,2024-03-12,7,441.0,8.0,0,0.0,0.0,0.13758061048808076
231991,AS60223503,2023-11-17,2024-03-11,10,756.0,14.0,0,0.0,0.0,0.1318903336923173
231993,AS60223505,2023-11-17,2024-03-07,6,283.0,3.0,0,0.0,0.1860114170851122,0.1576369409439924
231994,AS60223506,2023-11-17,2024-03-12,0,0.0,0.0,0,1.0,1.0,0.44365140028889827
