toplevelcustomerid,client_account_number,start_date,last_transaction_date,total_rev_monthly_avg,XGB_Preds,RNN_Preds
156264,AS60151053,2018-06-21,2024-03-12,47,51,63
156295,AS60151084,2018-06-21,2024-03-11,20,37,63
156322,AS60151111,2018-06-22,2024-03-12,89,80,63
156325,AS60151114,2018-06-22,2024-03-12,17,33,63
156335,AS60151124,2018-06-22,2024-03-11,10,29,63
156354,AS60151143,2018-06-22,2024-03-12,38,48,63
156401,AS60151190,2018-06-25,2024-03-12,77,75,63
156410,AS60151199,2018-06-25,2024-03-12,155,124,63
156427,AS60151216,2018-06-26,2024-03-12,100,86,63
156435,AS60151224,2018-06-26,2024-03-11,67,63,63
156439,AS60151228,2018-06-26,2024-03-09,65,62,63
156443,AS60151232,2018-06-26,2024-03-12,18,33,63
156467,AS60151256,2018-06-26,2024-03-12,70,66,63
156477,AS60151266,2018-06-27,2024-03-12,125,103,63
156487,AS60151276,2018-06-27,2024-03-12,324,198,63
156506,AS60151295,2018-06-27,2024-03-12,54,55,63
156523,AS60151312,2018-06-27,2024-03-11,40,46,63
156527,AS60151316,2018-06-27,2024-03-11,64,60,63
156543,AS60151332,2018-06-28,2024-03-10,5,33,63
156557,AS60151346,2018-06-28,2024-03-12,234,167,63
156571,AS60151360,2018-06-28,2024-03-11,73,70,63
156575,AS60151364,2018-06-28,2024-03-12,220,161,63
156578,AS60151367,2018-06-28,2024-03-12,1234,630,63
156587,AS60151376,2018-06-28,2024-03-13,3,23,63
156593,AS60151382,2018-06-28,2024-03-12,407,304,63
156614,AS60151403,2018-06-29,2024-03-12,51,53,63
156672,AS60151461,2018-07-02,2024-03-12,57,68,63
156697,AS60151486,2018-07-02,2024-03-12,188,142,63
156705,AS60151494,2018-07-02,2024-03-11,41,61,63
156737,AS60151526,2018-07-03,2024-03-12,21,37,63
156776,AS60151565,2018-07-04,2024-03-11,179,136,63
156799,AS60151588,2018-07-05,2024-03-11,159,131,63
156804,AS60151593,2018-07-05,2024-03-09,71,67,63
156809,AS60151598,2018-07-05,2024-03-14,162,122,63
156818,AS60151607,2018-07-05,2024-03-12,84,77,63
156825,AS60151614,2018-07-05,2024-03-12,64,66,63
156846,AS60151635,2018-07-05,2024-03-14,42,46,63
156851,AS60151640,2018-07-05,2024-03-11,45,52,63
156852,AS60151641,2018-07-06,2024-03-12,807,722,63
156881,AS60151670,2018-07-06,2024-03-14,10,28,63
156890,AS60151679,2018-07-06,2024-03-12,16,31,63
156894,AS60151683,2018-07-09,2024-03-10,54,53,63
156899,AS60151688,2018-07-09,2024-03-11,30,42,63
156913,AS60151702,2018-07-09,2024-03-12,32,42,63
156915,AS60151704,2018-07-09,2024-03-13,7,26,63
156927,AS60151716,2018-07-09,2024-03-12,172,114,63
156930,AS60151719,2018-07-09,2024-03-12,30,43,63
156936,AS60151725,2018-07-09,2024-03-12,123,99,63
156937,AS60151726,2018-07-09,2024-03-11,55,56,63
156940,AS60151729,2018-07-09,2024-03-12,405,298,63
156941,AS60151730,2018-07-09,2024-03-11,255,205,63
156968,AS60151757,2018-07-10,2024-03-12,213,162,63
156978,AS60151767,2018-07-10,2024-03-12,84,75,63
157003,AS60151792,2018-07-11,2024-03-12,21,35,63
157021,AS60151810,2018-07-11,2024-03-12,861,603,63
157042,AS60151831,2018-07-12,2024-03-12,23,35,63
157072,AS60151861,2018-07-12,2024-03-12,34,41,63
157080,AS60151869,2018-07-13,2024-03-12,112,96,63
157082,AS60151871,2018-07-13,2024-03-12,7,27,63
157087,AS60151876,2018-07-13,2024-03-12,184,136,63
157127,AS60151916,2018-07-16,2024-03-13,70,67,63
157130,AS60151919,2018-07-16,2024-03-12,77,62,63
157140,AS60151929,2018-07-16,2024-03-12,331,245,63
157151,AS60151940,2018-07-16,2024-03-11,41,50,63
157163,AS60151952,2018-07-16,2024-03-12,355,246,63
157171,AS60151960,2018-07-17,2024-03-12,63,69,63
157180,AS60151969,2018-07-17,2024-03-12,264,205,63
157187,AS60151976,2018-07-17,2024-03-12,52,57,63
157190,AS60151979,2018-07-17,2024-03-11,48,55,63
157245,AS60152034,2018-07-18,2024-03-12,129,106,63
157246,AS60152035,2018-07-18,2024-03-11,10,29,63
157257,AS60152046,2018-07-18,2024-03-10,94,81,63
157266,AS60152055,2018-07-18,2024-03-12,24,36,63
157287,AS60152076,2018-07-19,2024-03-12,163,120,63
157289,AS60152078,2018-07-19,2024-03-12,124,108,63
157314,AS60152103,2018-07-19,2024-03-11,81,67,63
157325,AS60152114,2018-07-19,2024-03-10,96,73,63
157332,AS60152121,2018-07-20,2024-03-11,63,63,63
157344,AS60152133,2018-07-20,2024-03-09,35,43,63
157354,AS60152143,2018-07-20,2024-03-10,10,29,63
157375,AS60152164,2018-07-20,2024-03-11,32,42,63
158412,AS60152202,2018-07-23,2024-03-12,36,44,63
158448,AS60152238,2018-07-24,2024-03-12,141,114,63
158457,AS60152247,2018-07-24,2024-03-12,154,120,63
158462,AS60152252,2018-07-24,2024-03-12,33,45,63
158490,AS60152280,2018-07-25,2024-03-12,135,120,63
158530,AS60152320,2018-07-26,2024-03-12,148,113,63
158537,AS60152327,2018-07-26,2024-03-11,97,83,63
158539,AS60152329,2018-07-26,2024-03-11,114,88,63
158545,AS60152335,2018-07-26,2024-03-12,95,86,63
158549,AS60152339,2018-07-26,2024-03-12,16,33,63
158556,AS60152346,2018-07-26,2024-03-12,67,71,63
158566,AS60152356,2018-07-26,2024-03-11,31,33,63
158569,AS60152359,2018-07-26,2024-03-12,40,48,63
158580,AS60152370,2018-07-27,2024-03-09,35,44,63
158586,AS60152376,2018-07-27,2024-03-10,10,29,63
158594,AS60152384,2018-07-27,2024-03-09,83,70,63
158599,AS60152389,2018-07-27,2024-03-12,25,37,63
158601,AS60152391,2018-07-27,2024-03-12,740,503,63
158612,AS60152402,2018-07-27,2024-03-12,326,231,63
158618,AS60152408,2018-07-28,2024-03-12,100,86,63
158623,AS60152413,2018-07-28,2024-03-12,83,78,63
158627,AS60152417,2018-07-30,2024-03-12,93,81,63
158628,AS60152418,2018-07-30,2024-03-12,111,96,63
158646,AS60152436,2018-07-30,2024-03-11,7,34,63
158662,AS60152452,2018-07-30,2024-03-14,863,440,63
158673,AS60152463,2018-07-31,2024-03-11,77,79,63
158688,AS60152478,2018-07-31,2024-03-13,229,129,63
158719,AS60152509,2018-07-31,2024-03-11,146,124,63
158725,AS60152515,2018-07-31,2024-03-12,111,93,63
158728,AS60152518,2018-08-01,2024-03-12,803,491,63
158766,AS60152556,2018-08-01,2024-03-12,14,30,63
158783,AS60152573,2018-08-02,2024-03-12,98,82,63
158795,AS60152585,2018-08-02,2024-03-12,460,317,63
158801,AS60152591,2018-08-02,2024-03-14,202,148,63
158838,AS60152628,2018-08-03,2024-03-12,9,27,63
158855,AS60152645,2018-08-03,2024-03-12,483,321,63
158900,AS60152690,2018-08-05,2024-03-11,268,190,63
158930,AS60152720,2018-08-06,2024-03-12,5,24,63
158936,AS60152726,2018-08-06,2024-03-12,82,77,63
158941,AS60152731,2018-08-06,2024-03-12,101,83,63
158956,AS60152746,2018-08-07,2024-03-14,72,66,63
158959,AS60152749,2018-08-07,2024-03-12,149,122,63
158961,AS60152751,2018-08-07,2024-03-11,26,41,63
158969,AS60152759,2018-08-07,2024-03-12,328,234,63
158978,AS60152768,2018-08-07,2024-03-11,84,83,63
158989,AS60152779,2018-08-07,2024-03-11,115,99,63
158995,AS60152785,2018-08-08,2024-03-14,107,88,63
159028,AS60152818,2018-08-08,2024-03-12,34,45,63
159056,AS60152846,2018-08-09,2024-03-12,13,30,63
159066,AS60152856,2018-08-09,2024-03-09,63,64,63
159069,AS60152859,2018-08-09,2024-03-09,60,56,63
159072,AS60152862,2018-08-09,2024-03-12,132,106,63
159074,AS60152864,2018-08-09,2024-03-11,69,67,63
159091,AS60152881,2018-08-09,2024-03-11,16,31,63
159106,AS60152896,2018-08-09,2024-03-11,44,48,63
159119,AS60152909,2018-08-10,2024-03-10,143,107,63
159127,AS60152917,2018-08-10,2024-03-11,33,44,63
159141,AS60152931,2018-08-10,2024-03-11,15,31,63
159154,AS60152944,2018-08-10,2024-03-11,25,39,63
159163,AS60152953,2018-08-10,2024-03-12,91,79,63
159165,AS60152955,2018-08-10,2024-03-14,233,221,63
159185,AS60152975,2018-08-13,2024-03-12,130,111,63
159190,AS60152980,2018-08-13,2024-03-11,39,44,63
159194,AS60152984,2018-08-13,2024-03-12,44,52,63
159242,AS60153032,2018-08-14,2024-03-12,60,62,63
159243,AS60153033,2018-08-14,2024-03-12,144,118,63
159271,AS60153061,2018-08-14,2024-03-11,36,47,63
159333,AS60153123,2018-08-15,2024-03-12,517,345,63
159355,AS60153145,2018-08-16,2024-03-09,4,24,63
159370,AS60153160,2018-08-16,2024-03-12,189,181,63
159384,AS60153174,2018-08-16,2024-03-09,23,37,63
159388,AS60153178,2018-08-17,2024-03-14,79,69,63
159400,AS60153190,2018-08-17,2024-03-12,22,36,63
159401,AS60153191,2018-08-17,2024-03-12,306,186,63
159411,AS60153201,2018-08-17,2024-03-12,32,48,63
159437,AS60153227,2018-08-18,2024-03-12,187,156,63
159438,AS60153228,2018-08-18,2024-03-10,142,88,63
159490,AS60153280,2018-08-20,2024-03-12,123,102,63
159516,AS60153306,2018-08-21,2024-03-11,66,66,63
159527,AS60153317,2018-08-21,2024-03-12,156,120,63
159561,AS60153351,2018-08-22,2024-03-12,49,51,63
159587,AS60153377,2018-08-22,2024-03-12,11,35,63
159598,AS60153388,2018-08-23,2024-03-12,118,103,63
159610,AS60153400,2018-08-23,2024-03-10,19,33,63
159625,AS60153415,2018-08-23,2024-03-12,27,43,63
159642,AS60153432,2018-08-24,2024-03-12,1213,941,63
159657,AS60153447,2018-08-24,2024-03-11,109,95,63
159701,AS60153491,2018-08-28,2024-03-12,42,52,63
159729,AS60153519,2018-08-29,2024-03-12,35,46,63
159738,AS60153528,2018-08-29,2024-03-11,46,51,63
159749,AS60153539,2018-08-29,2024-03-12,54,59,63
159904,AS60153694,2018-08-31,2024-03-12,29,42,63
159917,AS60153707,2018-08-31,2024-03-09,217,166,63
159937,AS60153727,2018-09-03,2024-03-12,67,66,63
159958,AS60153748,2018-09-03,2024-03-12,74,71,63
160000,AS60153790,2018-09-03,2024-03-12,215,157,63
160002,AS60153792,2018-09-03,2024-03-12,539,362,63
160005,AS60153795,2018-09-03,2024-03-11,159,122,63
160010,AS60153800,2018-09-04,2024-03-12,37,49,63
161110,AS60153901,2018-09-05,2024-03-12,378,262,63
161151,AS60153942,2018-09-06,2024-03-12,17,33,63
161198,AS60153989,2018-09-07,2024-03-12,74,68,63
161206,AS60153997,2018-09-07,2024-03-11,311,228,63
161237,AS60154028,2018-09-10,2024-03-12,86,77,63
161254,AS60154045,2018-09-10,2024-03-12,593,385,63
161258,AS60154049,2018-09-10,2024-03-12,124,100,63
161259,AS60154050,2018-09-10,2024-03-12,47,54,63
161290,AS60154081,2018-09-11,2024-03-10,115,98,63
161317,AS60154108,2018-09-11,2024-03-10,23,36,63
161318,AS60154109,2018-09-11,2024-03-10,100,86,63
161352,AS60154143,2018-09-11,2024-03-11,242,186,63
161374,AS60154165,2018-09-12,2024-03-09,67,71,63
161384,AS60154175,2018-09-12,2024-03-12,465,300,63
161389,AS60154180,2018-09-12,2024-03-12,94,79,63
161420,AS60154211,2018-09-12,2024-03-11,66,62,63
161433,AS60154224,2018-09-13,2024-03-12,287,217,63
161467,AS60154258,2018-09-13,2024-03-12,37,47,63
161473,AS60154264,2018-09-13,2024-03-12,140,113,63
161527,AS60154318,2018-09-14,2024-03-09,313,225,63
161530,AS60154321,2018-09-14,2024-03-12,82,82,63
161541,AS60154332,2018-09-14,2024-03-09,91,87,63
161567,AS60154358,2018-09-17,2024-03-11,165,130,63
161587,AS60154378,2018-09-17,2024-03-12,197,162,63
161593,AS60154384,2018-09-17,2024-03-11,13,30,63
161594,AS60154385,2018-09-17,2024-03-12,323,233,63
161621,AS60154412,2018-09-18,2024-03-12,9,28,63
161658,AS60154449,2018-09-19,2024-03-12,25,36,63
161678,AS60154469,2018-09-19,2024-03-12,283,183,63
161694,AS60154485,2018-09-19,2024-03-11,25,39,63
161697,AS60154488,2018-09-19,2024-03-12,1030,1152,63
161703,AS60154494,2018-09-19,2024-03-12,26,41,63
161711,AS60154502,2018-09-19,2024-03-11,55,55,63
161713,AS60154504,2018-09-19,2024-03-12,16,33,63
161728,AS60154519,2018-09-20,2024-03-12,1282,676,63
161731,AS60154522,2018-09-20,2024-03-12,24,37,63
161736,AS60154527,2018-09-20,2024-03-09,59,60,63
161765,AS60154556,2018-09-20,2024-03-12,25,38,63
161787,AS60154578,2018-09-21,2024-03-10,33,47,63
161830,AS60154621,2018-09-21,2024-03-12,80,69,63
161842,AS60154633,2018-09-24,2024-03-12,43,50,63
161847,AS60154638,2018-09-24,2024-03-12,158,119,63
161853,AS60154644,2018-09-24,2024-03-12,70,69,63
161859,AS60154650,2018-09-24,2024-03-11,30,40,63
161860,AS60154651,2018-09-24,2024-03-09,11,29,63
161861,AS60154652,2018-09-24,2024-03-12,102,82,63
161878,AS60154669,2018-09-25,2024-03-12,9,28,63
161926,AS60154717,2018-09-26,2024-03-11,227,167,63
161927,AS60154718,2018-09-26,2024-03-12,81,71,63
161944,AS60154735,2018-09-26,2024-03-12,58,70,63
161967,AS60154758,2018-09-26,2024-03-10,44,51,63
161971,AS60154762,2018-09-26,2024-03-12,42,48,63
162034,AS60154825,2018-09-27,2024-03-12,380,280,63
162052,AS60154843,2018-09-28,2024-03-12,74,69,63
162064,AS60154855,2018-09-28,2024-03-11,96,78,63
162082,AS60154873,2018-09-28,2024-03-12,54,56,63
162099,AS60154890,2018-09-28,2024-03-12,3,25,63
162122,AS60154913,2018-10-01,2024-03-12,67,66,63
162129,AS60154920,2018-10-01,2024-03-12,288,219,63
162134,AS60154925,2018-10-01,2024-03-12,254,188,63
162142,AS60154933,2018-10-01,2024-03-11,338,39,63
162147,AS60154938,2018-10-02,2024-03-10,15,32,63
162148,AS60154939,2018-10-02,2024-03-12,203,162,63
162163,AS60154954,2018-10-02,2024-03-12,118,99,63
162177,AS60154968,2018-10-02,2024-03-12,94,85,63
162191,AS60154982,2018-10-02,2024-03-11,15,29,63
162205,AS60154996,2018-10-03,2024-03-11,2,24,63
162223,AS60155014,2018-10-03,2024-03-12,376,224,63
162230,AS60155021,2018-10-03,2024-03-12,191,137,63
162255,AS60155046,2018-10-04,2024-03-12,574,357,63
162267,AS60155058,2018-10-04,2024-03-12,13,30,63
162273,AS60155064,2018-10-04,2024-03-12,449,297,63
162276,AS60155067,2018-10-04,2024-03-12,56,60,63
162289,AS60155080,2018-10-04,2024-03-11,7,26,63
162300,AS60155091,2018-10-04,2024-03-11,73,75,63
162303,AS60155094,2018-10-04,2024-03-12,193,146,63
162332,AS60155123,2018-10-05,2024-03-11,26,37,63
162341,AS60155132,2018-10-05,2024-03-12,1344,976,63
162349,AS60155140,2018-10-05,2024-03-11,81,79,63
162361,AS60155152,2018-10-06,2024-03-11,29,41,63
162378,AS60155169,2018-10-08,2024-03-12,178,128,63
162404,AS60155195,2018-10-08,2024-03-11,14,30,63
162467,AS60155258,2018-10-09,2024-03-14,1,23,63
162482,AS60155273,2018-10-10,2024-03-12,367,271,63
162506,AS60155297,2018-10-10,2024-03-11,45,51,63
162544,AS60155335,2018-10-11,2024-03-11,60,59,63
162553,AS60155344,2018-10-11,2024-03-12,54,59,63
162557,AS60155348,2018-10-11,2024-03-09,58,59,63
162560,AS60155351,2018-10-11,2024-03-12,62,64,63
162573,AS60155364,2018-10-11,2024-03-10,21,38,63
162575,AS60155366,2018-10-11,2024-03-12,38,48,63
162585,AS60155376,2018-10-12,2024-03-11,17,33,63
162611,AS60155402,2018-10-12,2024-03-12,142,110,63
162646,AS60155437,2018-10-15,2024-03-14,89,94,63
162701,AS60155492,2018-10-15,2024-03-10,42,51,63
162718,AS60155509,2018-10-16,2024-03-12,3,25,63
162721,AS60155512,2018-10-16,2024-03-12,207,162,63
162727,AS60155518,2018-10-16,2024-03-11,286,219,63
162729,AS60155520,2018-10-16,2024-03-11,146,172,63
162755,AS60155546,2018-10-16,2024-03-09,23,38,63
162760,AS60155551,2018-10-16,2024-03-12,134,106,63
162762,AS60155553,2018-10-16,2024-03-10,23,31,63
162781,AS60155572,2018-10-17,2024-03-12,32,40,63
162802,AS60155593,2018-10-17,2024-03-12,38,46,63
162829,AS60155620,2018-10-17,2024-03-10,22,36,63
162867,AS60155658,2018-10-18,2024-03-12,54,55,63
162919,AS60155710,2018-10-19,2024-03-12,111,95,63
162945,AS60155736,2018-10-19,2024-03-12,139,114,63
162951,AS60155742,2018-10-22,2024-03-12,103,92,63
162974,AS60155765,2018-10-22,2024-03-12,71,70,63
163003,AS60155794,2018-10-22,2024-03-09,14,31,63
163007,AS60155798,2018-10-22,2024-03-13,3,23,63
163047,AS60155838,2018-10-23,2024-03-12,493,330,63
163123,AS60155914,2018-10-25,2024-03-12,146,128,63
163125,AS60155916,2018-10-25,2024-03-12,79,77,63
163204,AS60155995,2018-10-26,2024-03-09,37,47,63
163245,AS60156036,2018-10-26,2024-03-11,14,31,63
163251,AS60156042,2018-10-26,2024-03-12,167,132,63
163253,AS60156044,2018-10-26,2024-03-11,33,47,63
163257,AS60156048,2018-10-26,2024-03-12,19,34,63
163279,AS60156070,2018-10-29,2024-03-12,79,77,63
163321,AS60156112,2018-10-29,2024-03-12,100,86,63
163325,AS60156116,2018-10-30,2024-03-12,220,173,63
163331,AS60156122,2018-10-30,2024-03-12,63,70,63
163355,AS60156146,2018-10-30,2024-03-12,430,339,63
163359,AS60156150,2018-10-30,2024-03-12,49,52,63
163372,AS60156163,2018-10-30,2024-03-12,245,144,63
163436,AS60156227,2018-10-31,2024-03-12,208,163,63
163479,AS60156270,2018-11-01,2024-03-09,30,39,63
163538,AS60156329,2018-11-01,2024-03-14,270,197,63
163550,AS60156341,2018-11-01,2024-03-12,471,318,63
163562,AS60156353,2018-11-02,2024-03-11,25,39,63
163572,AS60156363,2018-11-02,2024-03-12,20,35,63
163587,AS60156378,2018-11-02,2024-03-12,82,75,63
163602,AS60156393,2018-11-02,2024-03-11,15,32,63
163607,AS60156398,2018-11-02,2024-03-12,37,45,63
163620,AS60156411,2018-11-02,2024-03-12,549,515,63
163622,AS60156413,2018-11-02,2024-03-11,76,73,63
163624,AS60156415,2018-11-05,2024-03-11,68,65,63
163661,AS60156452,2018-11-05,2024-03-12,147,135,63
163670,AS60156461,2018-11-06,2024-03-12,178,156,63
163681,AS60156472,2018-11-06,2024-03-14,75,67,63
163704,AS60156495,2018-11-06,2024-03-12,192,156,63
163736,AS60156527,2018-11-07,2024-03-12,159,122,63
163742,AS60156533,2018-11-07,2024-03-11,707,702,63
163763,AS60156554,2018-11-07,2024-03-12,485,345,63
163771,AS60156562,2018-11-07,2024-03-11,192,145,63
163779,AS60156570,2018-11-07,2024-03-11,87,77,63
163816,AS60156607,2018-11-08,2024-03-11,30,41,63
163841,AS60156632,2018-11-08,2024-03-14,39,47,63
163843,AS60156634,2018-11-08,2024-03-14,42,46,63
163844,AS60156635,2018-11-08,2024-03-12,92,77,63
163873,AS60156664,2018-11-09,2024-03-12,15,32,63
163896,AS60156687,2018-11-09,2024-03-12,143,115,63
163916,AS60156707,2018-11-12,2024-03-12,422,299,63
163952,AS60156743,2018-11-12,2024-03-12,20,34,63
163965,AS60156756,2018-11-13,2024-03-09,29,39,63
163968,AS60156759,2018-11-13,2024-03-12,103,81,63
163976,AS60156767,2018-11-13,2024-03-12,129,106,63
163979,AS60156770,2018-11-13,2024-03-12,28,41,63
163983,AS60156774,2018-11-13,2024-03-13,11,28,63
164015,AS60156806,2018-11-13,2024-03-12,131,104,63
164041,AS60156832,2018-11-14,2024-03-09,27,39,63
164083,AS60156874,2018-11-15,2024-03-12,84,77,63
164086,AS60156877,2018-11-15,2024-03-12,744,415,63
164090,AS60156881,2018-11-15,2024-03-12,228,161,63
164093,AS60156884,2018-11-15,2024-03-12,110,86,63
164121,AS60156912,2018-11-15,2024-03-12,91,82,63
164124,AS60156915,2018-11-15,2024-03-12,23,38,63
164191,AS60156982,2018-11-16,2024-03-11,65,63,63
164200,AS60156991,2018-11-19,2024-03-12,366,262,63
164213,AS60157004,2018-11-19,2024-03-12,398,267,63
164224,AS60157015,2018-11-19,2024-03-12,34,44,63
164232,AS60157023,2018-11-19,2024-03-12,5,26,63
164258,AS60157049,2018-11-20,2024-03-12,158,122,63
164269,AS60157060,2018-11-20,2024-03-11,27,41,63
164278,AS60157069,2018-11-20,2024-03-12,258,196,63
164289,AS60157080,2018-11-21,2024-03-11,169,113,63
164291,AS60157082,2018-11-21,2024-03-12,274,205,63
164310,AS60157101,2018-11-21,2024-03-12,13,30,63
164338,AS60157129,2018-11-21,2024-03-12,667,484,63
164360,AS60157151,2018-11-22,2024-03-12,89,80,63
164374,AS60157165,2018-11-22,2024-03-12,129,108,63
164384,AS60157175,2018-11-22,2024-03-11,33,43,63
164387,AS60157178,2018-11-22,2024-03-11,24,36,63
164393,AS60157184,2018-11-22,2024-03-12,1087,750,63
164395,AS60157186,2018-11-22,2024-03-12,45,47,63
164417,AS60157208,2018-11-23,2024-03-11,76,74,63
164444,AS60157235,2018-11-23,2024-03-12,45,48,63
164457,AS60157248,2018-11-23,2024-03-12,55,59,63
164477,AS60157268,2018-11-26,2024-03-11,9,28,63
164497,AS60157288,2018-11-26,2024-03-11,12,30,63
164546,AS60157337,2018-11-27,2024-03-12,41,51,63
164555,AS60157346,2018-11-27,2024-03-12,43,51,63
164577,AS60157368,2018-11-27,2024-03-12,166,122,63
164592,AS60157383,2018-11-28,2024-03-10,21,40,63
164597,AS60157388,2018-11-28,2024-03-12,2135,871,63
164601,AS60157392,2018-11-28,2024-03-12,326,222,63
164616,AS60157407,2018-11-28,2024-03-12,439,307,63
164643,AS60157434,2018-11-29,2024-03-09,61,62,63
164648,AS60157439,2018-11-29,2024-03-10,7,27,63
164655,AS60157446,2018-11-29,2024-03-11,24,39,63
164660,AS60157451,2018-11-29,2024-03-11,48,54,63
164667,AS60157458,2018-11-29,2024-03-12,66,64,63
164678,AS60157469,2018-11-29,2024-03-12,828,679,63
164724,AS60157515,2018-11-30,2024-03-11,41,46,63
164732,AS60157523,2018-11-30,2024-03-11,72,66,63
164740,AS60157531,2018-12-03,2024-03-11,15,32,63
164777,AS60157568,2018-12-03,2024-03-15,1949,1073,63
164797,AS60157588,2018-12-03,2024-03-11,56,59,63
164859,AS60157650,2018-12-04,2024-03-12,360,242,63
164866,AS60157657,2018-12-04,2024-03-12,41,49,63
164870,AS60157661,2018-12-04,2024-03-11,48,59,63
164901,AS60157692,2018-12-05,2024-03-11,54,58,63
164908,AS60157699,2018-12-05,2024-03-12,46,52,63
164938,AS60157729,2018-12-05,2024-03-12,260,211,63
164941,AS60157732,2018-12-05,2024-03-12,72,69,63
164948,AS60157739,2018-12-06,2024-03-12,132,111,63
164950,AS60157741,2018-12-06,2024-03-12,135,108,63
164960,AS60157751,2018-12-06,2024-03-12,79,69,63
164975,AS60157766,2018-12-06,2024-03-12,80,74,63
165020,AS60157811,2018-12-07,2024-03-12,24,38,63
165022,AS60157813,2018-12-07,2024-03-12,29,41,63
165030,AS60157821,2018-12-07,2024-03-12,97,92,63
165032,AS60157823,2018-12-07,2024-03-14,91,80,63
165062,AS60157853,2018-12-07,2024-03-12,64,60,63
165070,AS60157861,2018-12-07,2024-03-11,263,204,63
165084,AS60157875,2018-12-10,2024-03-12,35,46,63
165095,AS60157886,2018-12-10,2024-03-12,105,89,63
165096,AS60157887,2018-12-10,2024-03-11,63,60,63
165103,AS60157894,2018-12-10,2024-03-12,1176,911,63
165122,AS60157913,2018-12-10,2024-03-11,59,59,63
165133,AS60157924,2018-12-11,2024-03-11,79,70,63
165136,AS60157927,2018-12-11,2024-03-12,77,70,63
165138,AS60157929,2018-12-11,2024-03-12,47,53,63
165146,AS60157937,2018-12-11,2024-03-11,188,137,63
165158,AS60157949,2018-12-11,2024-03-12,165,134,63
165182,AS60157973,2018-12-11,2024-03-12,202,148,63
165224,AS60158015,2018-12-12,2024-03-10,2079,830,63
165259,AS60158050,2018-12-13,2024-03-12,61,64,63
165277,AS60158068,2018-12-13,2024-03-12,76,59,63
165290,AS60158081,2018-12-13,2024-03-13,6515,3295,63
165331,AS60158122,2018-12-14,2024-03-12,809,555,63
165348,AS60158139,2018-12-17,2024-03-14,16,32,63
165361,AS60158152,2018-12-17,2024-03-12,135,111,63
165362,AS60158153,2018-12-17,2024-03-12,121,100,63
165366,AS60158157,2018-12-17,2024-03-09,122,97,63
165370,AS60158161,2018-12-17,2024-03-11,26,38,63
165381,AS60158172,2018-12-17,2024-03-11,123,101,63
165384,AS60158175,2018-12-18,2024-03-11,32,43,63
165414,AS60158205,2018-12-18,2024-03-11,39,41,63
165420,AS60158211,2018-12-18,2024-03-11,79,39,63
165436,AS60158227,2018-12-18,2024-03-12,61,62,63
165452,AS60158243,2018-12-19,2024-03-12,24,37,63
165471,AS60158262,2018-12-19,2024-03-12,78,74,63
165490,AS60158281,2018-12-20,2024-03-14,50,53,63
165515,AS60158305,2018-12-21,2024-03-12,55,57,63
165546,AS60158336,2018-12-21,2024-03-14,379,263,63
165558,AS60158348,2018-12-24,2024-03-12,218,161,63
165560,AS60158350,2018-12-24,2024-03-11,121,42,63
165568,AS60158358,2018-12-24,2024-03-11,135,100,63
165577,AS60158367,2018-12-27,2024-03-12,443,314,63
165743,AS60158533,2019-01-07,2024-03-12,79,73,63
165770,AS60158560,2019-01-08,2024-03-14,60,59,63
165790,AS60158580,2019-01-08,2024-03-12,18,33,63
165805,AS60158595,2019-01-09,2024-03-12,109,93,63
165812,AS60158602,2019-01-09,2024-03-12,79,77,63
165813,AS60158603,2019-01-09,2024-03-13,95,68,63
165819,AS60158609,2019-01-09,2024-03-12,63,62,63
165830,AS60158620,2019-01-09,2024-03-11,18,34,63
165845,AS60158635,2019-01-09,2024-03-12,124,98,63
165893,AS60158683,2019-01-11,2024-03-12,798,513,63
165896,AS60158686,2019-01-11,2024-03-12,22,36,63
165903,AS60158693,2019-01-11,2024-03-12,2521,184,63
165904,AS60158694,2019-01-11,2024-03-10,4,25,63
165907,AS60158697,2019-01-11,2024-03-11,36,47,63
165921,AS60158711,2019-01-11,2024-03-12,1506,784,63
165927,AS60158717,2019-01-11,2024-03-10,24,38,63
165928,AS60158718,2019-01-11,2024-03-11,6,25,63
165931,AS60158721,2019-01-11,2024-03-12,613,360,63
165941,AS60158731,2019-01-14,2024-03-12,24,37,63
165943,AS60158733,2019-01-14,2024-03-14,88,83,63
165944,AS60158734,2019-01-14,2024-03-09,54,56,63
165948,AS60158738,2019-01-14,2024-03-12,16,37,63
165964,AS60158754,2019-01-14,2024-03-11,113,98,63
165968,AS60158758,2019-01-14,2024-03-14,841,590,63
166010,AS60158800,2019-01-15,2024-03-12,135,107,63
166012,AS60158802,2019-01-15,2024-03-12,31,43,63
166062,AS60158852,2019-01-16,2024-03-12,188,158,63
166086,AS60158876,2019-01-17,2024-03-10,51,53,63
166102,AS60158892,2019-01-17,2024-03-12,19,37,63
166115,AS60158904,2019-01-17,2024-03-11,9,29,63
166139,AS60158928,2019-01-17,2024-03-13,130,102,63
166143,AS60158932,2019-01-17,2024-03-11,20,33,63
166148,AS60158937,2019-01-17,2024-03-12,81,70,63
166160,AS60158949,2019-01-18,2024-03-11,59,63,63
166172,AS60158961,2019-01-18,2024-03-10,74,66,63
166173,AS60158962,2019-01-18,2024-03-12,99,85,63
166183,AS60158972,2019-01-18,2024-03-11,11,29,63
166190,AS60158979,2019-01-18,2024-03-12,186,142,63
